end_id	source_record_id	source_end_id	author_tts_id	source_id	species	sample_id	assay	evidence_class	published_reference_accession	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	score	tts_class	locus	gene	convergent	webgester	rnie	transtermhp	rhotermpredict_100nt	rhotermpredict_150nt	prediction_support	prediction_support_count	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3152796_r001827	TTS1826	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001826	TTS1826	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3152796	3152795	3152796	-	6.442994598	I	Rv2845c	proS	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3152958_r001828	TTS1827	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001827	TTS1827	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3152958	3152957	3152958	-	7.976707321	O	.	.	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3153588_r001829	TTS1828	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001828	TTS1828	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3153588	3153587	3153588	-	43.72397913	I	Rv2846c	efpA	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3154187_r001830	TTS1829	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001829	TTS1829	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3154187	3154186	3154187	-	8.76228004	I	Rv2846c	efpA	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3154297_r001831	TTS1830	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001830	TTS1830	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3154297	3154296	3154297	-	6.741332581	I	Rv2846c	efpA	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_3159137_r001832	TTS1831	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001831	TTS1831	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3159137	3159136	3159137	+	6.688145348	A	Rv2850c	Rv2850c	Found	.	.	.	Found	Found	Convergent;RhoTermPredict (100nt);RhoTermPredict (150nt)	3	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3159701_r001833	TTS1832	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001832	TTS1832	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3159701	3159700	3159701	-	16.54892375	I	Rv2850c	Rv2850c	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3162384_r001834	TTS1833	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001833	TTS1833	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3162384	3162383	3162384	-	10.5681232	A	Rv2853	PE_PGRS48	Found	.	.	.	.	.	Convergent	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_3164338_r001835	TTS1834	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001834	TTS1834	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3164338	3164337	3164338	+	6.810346259	I	Rv2854	Rv2854	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_3166856_r001836	TTS1835	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001835	TTS1835	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3166856	3166855	3166856	+	11.59946752	I	Rv2856	nicT	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3169359_r001837	TTS1836	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001836	TTS1836	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3169359	3169358	3169359	-	4.80557202	I	Rv2857c	Rv2857c	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3169502_r001838	TTS1837	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001837	TTS1837	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3169502	3169501	3169502	-	9.878379243	I	Rv2858c	aldC	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3171246_r001839	TTS1838	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001838	TTS1838	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3171246	3171245	3171246	-	7.366981076	I	Rv2859c	Rv2859c	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3171707_r001840	TTS1839	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001839	TTS1839	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3171707	3171706	3171707	-	12.36691252	I	Rv2860c	glnA4	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3172262_r001841	TTS1840	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001840	TTS1840	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3172262	3172261	3172262	-	6.230773574	I	Rv2860c	glnA4	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3178253_r001842	TTS1841	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001841	TTS1841	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3178253	3178252	3178253	-	5.749051188	P	Rv2867c	Rv2867c	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3179224_r001843	TTS1842	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001842	TTS1842	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3179224	3179223	3179224	-	10.18723539	I	Rv2867c	Rv2867c	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3179868_r001844	TTS1843	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001843	TTS1843	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3179868	3179867	3179868	-	88.2033329	I	Rv2868c	gcpE	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3181029_r001845	TTS1844	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001844	TTS1844	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3181029	3181028	3181029	-	7.54816967	I	Rv2869c	rip	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3181823_r001846	TTS1845	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001845	TTS1845	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3181823	3181822	3181823	-	44.91340128	O	.	.	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_3183324_r001847	TTS1846	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001846	TTS1846	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3183324	3183323	3183324	+	5.296244352	I	Rv2871	vapB43	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3189651_r001848	TTS1847	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001847	TTS1847	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3189651	3189650	3189651	-	7.820561667	I	Rv2879c	Rv2879c	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3189760_r001849	TTS1848	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001848	TTS1848	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3189760	3189759	3189760	-	8.189084145	I	Rv2879c	Rv2879c	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3190294_r001850	TTS1849	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001849	TTS1849	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3190294	3190293	3190294	-	6.373336473	I	Rv2880c	Rv2880c	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3191189_r001851	TTS1850	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001850	TTS1850	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3191189	3191188	3191189	-	9.974103887	I	Rv2881c	cdsA	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3192286_r001852	TTS1851	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001851	TTS1851	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3192286	3192285	3192286	-	58.7554451	O	.	.	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3192712_r001853	TTS1852	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001852	TTS1852	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3192712	3192711	3192712	-	7.936040081	I	Rv2883c	pyrH	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_3194249_r001854	TTS1853	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001853	TTS1853	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3194249	3194248	3194249	+	36.54035943	A	Rv2885c	Rv2885c	Found	.	.	.	Found	Found	Convergent;RhoTermPredict (100nt);RhoTermPredict (150nt)	3	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_3196695_r001855	TTS1854	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001854	TTS1854	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3196695	3196694	3196695	+	17.18861466	I	Rv2887	Rv2887	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3196769_r001856	TTS1855	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001855	TTS1855	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3196769	3196768	3196769	-	9.01482647	A	Rv2887	Rv2887	Found	.	.	.	Found	Found	Convergent;RhoTermPredict (100nt);RhoTermPredict (150nt)	3	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3197246_r001857	TTS1856	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001856	TTS1856	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3197246	3197245	3197246	-	26.99892849	I	Rv2888c	amiC	.	.	.	.	.	Found	RhoTermPredict (150nt)	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_3198810_r001858	TTS1857	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001857	TTS1857	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3198810	3198809	3198810	+	26.04134691	A	Rv2889c	tsf	Found	.	.	.	Found	Found	Convergent;RhoTermPredict (100nt);RhoTermPredict (150nt)	3	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3200078_r001859	TTS1858	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001858	TTS1858	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3200078	3200077	3200078	-	8.245621213	O	.	.	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3201799_r001860	TTS1859	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001859	TTS1859	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3201799	3201798	3201799	-	11.10361304	I	Rv2892c	PPE45	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3204106_r001861	TTS1860	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001860	TTS1860	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3204106	3204105	3204106	-	5.000312094	I	Rv2894c	xerC	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_3204309_r001862	TTS1861	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001861	TTS1861	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	3204309	3204308	3204309	-	5.868876472	P	Rv2895c	viuB	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
