end_id	link_status	record_id	source_id	species	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	locus	gene_start_1based	gene_end_1based	gene_annotation	tts_counts	three_prime_utr_length	begins_operon	operon_id	pmid	doi	source_table	count_discrepancy_warning
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5271421_r001604	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000641	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5271421	5271420	5271421	-	PA4693	5271485	5272300	phosphatidylserine synthase	40.0	64	1	3194	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5272406_r001606	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000642	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5272406	5272405	5272406	-	PA4694	5272455	5273471	ketol-acid reductoisomerase	138.0	49	1	3195	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5276797_r001610	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000643	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5276797	5276796	5276797	-	PA4698	5276843	5277172	hypothetical protein	41.0	46	0	3198	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5276829_r001611	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000644	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5276829	5276828	5276829	+	PA4697	5276283	5276735	hypothetical protein	39.0	94	1	3197	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5284137_r001612	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000645	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5284137	5284136	5284137	+	PA4704.1	5283960	5284110	regulatory RNA PrrF1	316.0	27	1	3203	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5284348_r001614	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000646	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5284348	5284347	5284348	+	PA4704.2	5284172	5284319	regulatory RNA PrrF2	236.0	29	1	3204	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5293706_r001616	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000647	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5293706	5293705	5293706	-	PA4715	5293765	5295000	aminotransferase	19.0	59	1	3212	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000648	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5297028	5297027	5297028	+	PA4717	5296092	5296985	hypothetical protein	12.0	43	1	3214	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000649	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5300317	5300316	5300317	+	PA4720	5299189	5300280	tRNA (uracil-5-)-methyltransferase	7.0	37	0	3216	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5302868_r001622	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000650	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5302868	5302867	5302868	+	PA4723	5302386	5302832	suppressor protein DksA	384.0	36	1	3218	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000651	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5308501	5308500	5308501	+	PA4726.1	5308433	5308493	P36	23.0	8	0	3220	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000652	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5311260	5311259	5311260	+	PA4728	5310726	5311214	2-amino-4-hydroxy-6-	8.0	46	0	3223	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5313150_r001629	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000653	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5313150	5313149	5313150	+	PA4730	5312261	5313112	pantoate--beta-alanine ligase	22.0	38	0	3224	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000654	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5313631	5313630	5313631	+	PA4731	5313206	5313586	aspartate alpha-decarboxylase	35.0	45	1	3225	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5315381_r001631	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000655	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5315381	5315380	5315381	+	PA4732	5313676	5315340	glucose-6-phosphate isomerase	43.0	41	1	3226	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5323327_r001634	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000656	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5323327	5323326	5323327	-	PA4740	5323374	5325479	polynucleotide phosphorylase	284.0	47	1	3232	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5325633_r001639	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000657	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5325633	5325632	5325633	-	PA4741	5325653	5325922	30S ribosomal protein S15	1482.0	20	1	3233	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5325882_r001646	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000658	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5325882	5325881	5325882	-	PA4742	5326018	5326932	tRNA pseudouridine synthase B	38.0	136	0	3234	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5327369_r001648	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000659	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5327369	5327368	5327369	-	PA4744	5327427	5329949	translation initiation factor IF-2	173.0	58	0	3235	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5332088_r001654	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000660	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5332088	5332087	5332088	-	PA4746.1	5332087	5332163	tRNA-Met	9070.0	1	1	3237	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5332255_r001656	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000661	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5332255	5332254	5332255	-	PA4746.2	5332254	5332339	tRNA-Leu	1556.0	1	0	3238	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5335721_r001671	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000662	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5335721	5335720	5335721	-	PA4751	5335782	5337701	cell division protein FtsH	32.0	61	1	3239	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5338940_r001672	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000663	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5338940	5338939	5338940	-	PA4754	5338973	5339380	hypothetical protein	85.0	33	0	3242	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000664	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5338975	5338974	5338975	+	PA4753	5338618	5338932	hypothetical protein	31.0	43	1	3241	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5339318_r001674	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000665	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5339318	5339317	5339318	-	PA4755	5339391	5339867	transcription elongation factor GreA	22.0	73	0	3242	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000666	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5344947	5344946	5344947	-	PA4758.1	5344950	5345060	P32	21.0	3	0	3243	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000667	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5345908	5345907	5345908	-	PA4760	5345949	5347082	molecular chaperone DnaJ	22.0	41	1	3244	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5347116_r001676	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000668	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5347116	5347115	5347116	-	PA4761	5347198	5349111	molecular chaperone DnaK	409.0	82	1	3245	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000669	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5349162	5349161	5349162	-	PA4762	5349201	5349761	heat shock protein GrpE	8.0	39	1	3246	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5351624_r001679	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000670	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5351624	5351623	5351624	-	PA4764	5351675	5352079	ferric uptake regulation protein	265.0	51	1	3248	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000671	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5352722	5352721	5352722	-	PA4766	5352775	5353080	hypothetical protein	24.0	53	0	3250	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5352753_r001683	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000672	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5352753	5352752	5352753	+	PA4765	5352177	5352707	outer membrane lipoprotein OmlA	96.0	46	1	3249	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5354329_r001684	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000673	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5354329	5354328	5354329	+	PA4768	5353783	5354262	SsrA-binding protein	17.0	67	1	3251	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5363237_r001685	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000674	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5363237	5363236	5363237	+	PA4774	5362146	5363195	hypothetical protein	25.0	42	1	3257	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5372504_r001686	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000675	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5372504	5372503	5372504	-	PA4785	5372591	5373868	acetyl-CoA acetyltransferase	69.0	87	1	3264	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5387763_r001689	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000676	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5387763	5387762	5387763	-	PA4802.1	5387766	5387857	tRNA-Sec	8862.0	3	1	3277	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000677	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5396937	5396936	5396937	-	PA4810	5396992	5397618	nitrate-inducible formate dehydrogenase subunit	40.0	55	1	3284	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5444189_r001701	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000678	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5444189	5444188	5444189	+	PA4848	5442792	5444141	acetyl-CoA carboxylase biotin carboxylase	156.0	48	0	3312	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000679	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5450673	5450672	5450673	+	PA4854	5449046	5450653	bifunctional	23.0	20	1	3317	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5473209_r001703	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000680	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5473209	5473208	5473209	+	PA4876	5472824	5473168	OsmE family transcriptional regulator	13.0	41	1	3332	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5478150_r001704	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000681	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5478150	5478149	5478150	+	PA4881	5477754	5478095	hypothetical protein	71.0	55	1	3337	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000682	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5487039	5487038	5487039	+	PA4890	5486356	5486985	DesT protein	8.0	54	1	3343	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5505800_r001705	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000683	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5505800	5505799	5505800	-	PA4907	5505848	5506609	short-chain dehydrogenase	14.0	48	1	3354	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5520584_r001706	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000684	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5520584	5520583	5520584	+	PA4920	5519711	5520538	NAD synthetase	9.0	46	0	3361	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
