locus_tag	tts_position	gff_matched	inferred_strand	confidence	note
CDIF630_03588	3836645	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17975 (3836668-3836985, -链); Location TTS=3UTR
CDIF630_03597	3843908	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18020 (3843735-3844415, -链); Location TTS=CDS
CDIF630_03597	3844009	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18020 (3843735-3844415, -链); Location TTS=CDS
CDIF630_03598	3844726	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18025 (3844807-3845886, -链); Location TTS=3UTR
CP010905.2:3846174..3846289	3846408	否		无法确定	坐标处无唯一GFF特征, 需人工核查
CDIF630_03600	3848016	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18030 (3846464-3847834, +链); Location TTS=3UTR
CDIF630_03601	3847958	是	-	高	locus tag直接命中 GFF gene/yihA (3848099-3848710, -链); Location TTS=3UTR
CDIF630_03604	3852337	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18050 (3851743-3852270, +链); Location TTS=3UTR
CDIF630_03605	3852305	是	-	高	locus tag直接命中 GFF gene/clpX (3852341-3853591, -链); Location TTS=3UTR
CDIF630_03607	3854218	是	-	高	locus tag直接命中 GFF gene/tig (3854344-3855630, -链); Location TTS=3UTR
CDIF630_03611	3859943	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18085 (3860013-3860951, -链); Location TTS=3UTR
CDIF630_03614	3862975	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18100 (3863024-3863539, -链); Location TTS=3UTR
CDIF630_03618	3866157	是	-	高	locus tag直接命中 GFF gene/fdhD (3865733-3866566, -链); Location TTS=CDS
CDIF630_03621	3868904	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18130 (3869010-3870068, -链); Location TTS=3UTR
CDIF630_03624	3872845	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18145 (3871946-3872779, +链); Location TTS=3UTR
CDIF630_03625	3872802	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18150 (3872885-3873460, -链); Location TTS=3UTR
CDIF630_03626	3873709	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18160 (3873753-3874031, -链); Location TTS=3UTR
CDIF630_03628	3875373	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18170 (3875454-3876638, -链); Location TTS=3UTR
CDIF630_03628	3875218	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18170 (3875454-3876638, -链); Location TTS=3UTR
CDIF630_03632	3879072	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18195 (3878699-3879055, +链); Location TTS=3UTR
CDIF630_03632	3879149	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18195 (3878699-3879055, +链); Location TTS=3UTR
CDIF630_03633	3878477	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18200 (3879088-3879783, -链); Location TTS=3UTR
CDIF630_03635	3880860	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18210 (3880529-3880789, +链); Location TTS=3UTR
CDIF630_03637	3881788	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18220 (3881262-3881729, +链); Location TTS=3UTR
CDIF630_03637	3882028	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18220 (3881262-3881729, +链); Location TTS=3UTR
CDIF630_03643	3890294	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18260 (3890335-3890841, -链); Location TTS=3UTR
CDIF630_03648	3897276	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18295 (3895753-3896646, +链); Location TTS=3UTR
CDIF630_03649	3896670	是	-	高	locus tag直接命中 GFF gene/bclA3 (3896845-3898830, -链); Location TTS=3UTR
CDIF630_03651	3900181	是	-	高	locus tag直接命中 GFF gene/clpP (3900285-3900869, -链); Location TTS=3UTR
CDIF630_03654	3903835	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18325 (3903077-3903745, +链); Location TTS=3UTR
CDIF630_03655	3903782	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18330 (3903922-3904440, -链); Location TTS=3UTR
CDIF630_03657	3904505	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18340 (3904920-3905504, -链); Location TTS=3UTR
CDIF630nc_103	3906797	是	+	低	locus tag(CDIF630nc_103)未命中; 按坐标关联到GFF gene/CDIF630_RS18350 (3906890-3908428, +链), 低置信
CDIF630_03660	3908557	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18355 (3908700-3909413, -链); Location TTS=3UTR
CDIF630_03661	3909670	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18360 (3909861-3911240, -链); Location TTS=3UTR
CDIF630nc_104	3914317	否		无法确定	locus tag(CDIF630nc_104)未命中且坐标(3914480-3914560)处无唯一GFF特征, 需人工核查
CDIF630nc_104	3914183	否		无法确定	locus tag(CDIF630nc_104)未命中且坐标(3914480-3914560)处无唯一GFF特征, 需人工核查
CDIF630_03665	3916119	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18380 (3914855-3915811, +链); Location TTS=3UTR
CDIF630_03666	3916168	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20640 (3916204-3917094, -链); Location TTS=3UTR
CDIF630_03666	3916791	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20640 (3916204-3917094, -链); Location TTS=CDS
CDIF630nc_131	3920003	否		无法确定	locus tag(CDIF630nc_131)未命中且坐标(3920003-3920393)处无唯一GFF特征, 需人工核查
CDIF630nc_132	3920144	否		无法确定	locus tag(CDIF630nc_132)未命中且坐标(3920144-3920393)处无唯一GFF特征, 需人工核查
CDIF630nc_133	3920144	否		无法确定	locus tag(CDIF630nc_133)未命中且坐标(3920216-3920393)处无唯一GFF特征, 需人工核查
CDIF630_03671	3921140	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS20645 (3920918-3921094, +链); Location TTS=3UTR
CDIF630_03672	3922272	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18410 (3921504-3922142, +链); Location TTS=3UTR
CDIF630_03673	3922530	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18415 (3922631-3924391, -链); Location TTS=3UTR
CDIF630_03673	3922217	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18415 (3922631-3924391, -链); Location TTS=3UTR
CDIF630_03675	3924620	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18425 (3924916-3925155, -链); Location TTS=3UTR
CDIF630_03677	3925932	是	-	高	locus tag直接命中 GFF gene/mgtA (3927103-3929868, -链); Location TTS=3UTR
CDIF630_03679	3930984	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18460 (3930592-3931269, -链); Location TTS=CDS
CDIF630_03680	3931362	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18465 (3931407-3931910, -链); Location TTS=3UTR
CDIF630_03690	3943708	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18525 (3943764-3944573, -链); Location TTS=3UTR
CDIF630_03694	3947506	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18545 (3946354-3947748, -链); Location TTS=CDS
CDIF630_03698	3951808	是	-	高	locus tag直接命中 GFF gene/rlmD (3952016-3953380, -链); Location TTS=3UTR
CDIF630_03699	3953506	是	-	高	locus tag直接命中 GFF gene/pyk (3953555-3955315, -链); Location TTS=3UTR
CDIF630_03701	3956449	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18585 (3956535-3960104, -链); Location TTS=3UTR
CDIF630_03701	3957931	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18585 (3956535-3960104, -链); Location TTS=CDS
CDIF630_03702	3960164	是	-	高	locus tag直接命中 GFF gene/whiA (3960261-3961208, -链); Location TTS=3UTR
CDIF630_03708	3965564	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18620 (3965629-3966399, -链); Location TTS=3UTR
CDIF630_03712	3972801	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18640 (3970939-3972720, +链); Location TTS=3UTR
CDIF630_03713	3972750	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18645 (3972860-3974656, -链); Location TTS=3UTR
CDIF630_03716	3977705	是	-	高	locus tag直接命中 GFF gene/uvrA (3977875-3980700, -链); Location TTS=3UTR
CDIF630_03718	3982811	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18670 (3982876-3984138, -链); Location TTS=3UTR
CDIF630nc_105	3988655	是	-	低	locus tag(CDIF630nc_105)未命中; 按坐标关联到GFF gene/rrf (3988818-3988934, -链), 低置信
CDIF630_03724	3989064	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18700 (3989062-3991959, -链); Location TTS=3UTR
CDIF630_03725	3992197	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18705 (3992223-3993725, -链); Location TTS=3UTR
CDIF630_03727	3994527	是	-	高	locus tag直接命中 GFF gene/hemB (3994650-3995615, -链); Location TTS=3UTR
CDIF630_03733	4001096	是	-	高	locus tag直接命中 GFF gene/cbiG (4001024-4002145, -链); Location TTS=CDS
CDIF630_03741	4008081	是	-	高	locus tag直接命中 GFF gene/cbiB (4007890-4008861, -链); Location TTS=CDS
CDIF630_03743	4010787	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18795 (4010277-4011791, -链); Location TTS=CDS
CP010905.2:4011906..4012085	4011829	是	-	低	坐标定位到GFF特征 riboswitch/ (4011907-4012085, -链), 非基因特征, 低置信
CDIF630_03749	4015671	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18820 (4015427-4015618, +链); Location TTS=3UTR
CDIF630_03750	4015632	是	+	低	locus tag(CDIF630_03750)未命中; 按坐标关联到GFF gene/CDIF630_RS18820 (4015427-4015618, +链), 低置信
CDIF630_03751	4017035	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18830 (4016012-4016884, +链); Location TTS=3UTR
CDIF630_03752	4016993	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18835 (4017081-4018268, -链); Location TTS=3UTR
CDIF630_03759	4024683	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18870 (4024732-4025583, -链); Location TTS=3UTR
CDIF630_03761	4028237	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18880 (4027263-4028180, +链); Location TTS=3UTR
CDIF630_03764	4032007	是	+	高	locus tag直接命中 GFF gene/nagA (4030309-4031463, +链); Location TTS=3UTR
CDIF630_03764	4032807	是	+	高	locus tag直接命中 GFF gene/nagA (4030309-4031463, +链); Location TTS=3UTR
CDIF630_03765	4031970	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18910 (4032162-4032644, -链); Location TTS=3UTR
CDIF630_03766	4033055	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18915 (4033248-4034405, -链); Location TTS=3UTR
CDIF630_03767	4035275	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS18920 (4034559-4035128, +链); Location TTS=3UTR
CDIF630_03768	4035197	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18925 (4035310-4035726, -链); Location TTS=3UTR
CDIF630_03769	4035882	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18930 (4035952-4037046, -链); Location TTS=3UTR
CDIF630_03770	4037380	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18935 (4037469-4038410, -链); Location TTS=3UTR
CDIF630_03772	4039362	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS18945 (4039401-4039784, -链); Location TTS=3UTR
CDIF630_03778	4043107	是	-	高	locus tag直接命中 GFF gene/atpC (4043174-4043434, -链); Location TTS=3UTR
CDIF630_03779	4043797	是	-	高	locus tag直接命中 GFF gene/atpD (4043437-4044831, -链); Location TTS=CDS
CDIF630_03784	4048331	是	-	高	locus tag直接命中 GFF gene/atpE (4048431-4048691, -链); Location TTS=3UTR
CDIF630_03788	4050384	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19025 (4050270-4050707, -链); Location TTS=CDS
CDIF630_03789	4050816	是	-	高	locus tag直接命中 GFF gene/yqeB (4050933-4051748, -链); Location TTS=3UTR
CDIF630_03790	4051972	是	-	高	locus tag直接命中 GFF gene/upp (4052049-4052678, -链); Location TTS=3UTR
CDIF630_03795	4055464	是	-	高	locus tag直接命中 GFF gene/prfA (4055527-4056591, -链); Location TTS=3UTR
CDIF630_03798	4058496	是	-	高	locus tag直接命中 GFF gene/rpmE (4058539-4058739, -链); Location TTS=3UTR
CDIF630_03800	4060763	是	-	低	locus tag(CDIF630_03800)未命中; 按坐标关联到GFF gene/galU (4060996-4061961, -链), 低置信
CDIF630_03802	4061984	是	-	高	locus tag直接命中 GFF gene/pepF (4062075-4063967, -链); Location TTS=3UTR
CDIF630_03803	4063965	是	-	高	locus tag直接命中 GFF gene/spoIIE (4064318-4066690, -链); Location TTS=3UTR
CDIF630_03804	4066691	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19105 (4066780-4067700, -链); Location TTS=3UTR
CDIF630_03805	4067722	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19110 (4067813-4068097, -链); Location TTS=3UTR
CDIF630_03809	4069218	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19130 (4069267-4069545, -链); Location TTS=3UTR
CDIF630_03812	4072883	是	-	高	locus tag直接命中 GFF gene/spoVT (4072922-4073461, -链); Location TTS=3UTR
CDIF630_03813	4073522	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19150 (4073585-4074580, -链); Location TTS=3UTR
CDIF630_03816	4078810	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19165 (4078588-4079238, -链); Location TTS=CDS
CDIF630_03816	4079202	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19165 (4078588-4079238, -链); Location TTS=CDS
CDIF630_03818	4080951	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19175 (4080103-4081185, -链); Location TTS=CDS
CDIF630_03826	4089585	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19215 (4089650-4090165, -链); Location TTS=3UTR
CP010905.2:4090327..4090412	4090285	是	-	低	坐标定位到GFF特征 riboswitch/ (4090327-4090412, -链), 非基因特征, 低置信
CDIF630nc_107	4090733	是	-	低	locus tag(CDIF630nc_107)未命中; 按坐标关联到GFF riboswitch/ (4090327-4090412, -链), 低置信
CDIF630nc_107	4090567	是	-	低	locus tag(CDIF630nc_107)未命中; 按坐标关联到GFF riboswitch/ (4090327-4090412, -链), 低置信
CDIF630_03828	4091192	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19220 (4091253-4092203, -链); Location TTS=3UTR
CDIF630_03830	4093840	是	-	高	locus tag直接命中 GFF gene/spoVG (4093890-4094168, -链); Location TTS=3UTR
CDIF630_03832	4096823	是	+	高	locus tag直接命中 GFF gene/murC (4095421-4096773, +链); Location TTS=3UTR
CDIF630_03833	4096782	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19245 (4096828-4097625, -链); Location TTS=3UTR
CDIF630_03835	4098721	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19255 (4098777-4099892, -链); Location TTS=3UTR
CDIF630_03837	4101365	是	-	高	locus tag直接命中 GFF gene/rsmA (4101380-4102249, -链); Location TTS=3UTR
CDIF630_03839	4103076	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19275 (4103142-4104209, -链); Location TTS=3UTR
CDIF630_03840	4104746	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19280 (4104221-4105909, -链); Location TTS=CDS
CDIF630_03842	4107204	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19290 (4107359-4108426, -链); Location TTS=3UTR
CDIF630_03853	4117999	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19345 (4118098-4118868, -链); Location TTS=3UTR
CP010905.2:4120919..4121165	4120893	是	-	低	坐标定位到GFF特征 binding_site/ (4120919-4121165, -链), 非基因特征, 低置信
CDIF630_03856	4120893	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19355 (4121231-4121752, -链); Location TTS=3UTR
CDIF630_03859	4124501	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS19370 (4123951-4124379, +链); Location TTS=3UTR
CDIF630_03860	4124453	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19375 (4124567-4125271, -链); Location TTS=3UTR
CDIF630_03863	4126919	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19390 (4126952-4127845, -链); Location TTS=3UTR
CDIF630_03864	4128044	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19395 (4127842-4128777, -链); Location TTS=CDS
CDIF630_03867	4131108	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19410 (4131164-4131355, -链); Location TTS=3UTR
CDIF630_03869	4131678	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19420 (4131719-4134616, -链); Location TTS=3UTR
CDIF630_03870	4134901	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19425 (4134929-4136431, -链); Location TTS=3UTR
CDIF630_03871	4136615	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19430 (4136717-4136911, -链); Location TTS=3UTR
CDIF630_03872	4137119	是	-	高	locus tag直接命中 GFF gene/lysS (4137220-4138749, -链); Location TTS=3UTR
CDIF630_03875	4140412	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19450 (4140457-4141227, -链); Location TTS=3UTR
CDIF630_03879	4144142	是	-	高	locus tag直接命中 GFF gene/ftsH (4144273-4146243, -链); Location TTS=3UTR
CDIF630_03881	4147788	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19480 (4147848-4148276, -链); Location TTS=3UTR
CDIF630_03883	4149224	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19490 (4149301-4149786, -链); Location TTS=3UTR
CDIF630_03885	4150579	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19500 (4150640-4151320, -链); Location TTS=3UTR
CDIF630_03887	4152254	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19510 (4152312-4153862, -链); Location TTS=3UTR
CDIF630_03887	4153205	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19510 (4152312-4153862, -链); Location TTS=CDS
CDIF630_03888	4153926	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19515 (4153956-4154222, -链); Location TTS=3UTR
CDIF630_03891	4156290	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20650 (4156362-4156523, -链); Location TTS=3UTR
CDIF630_03891	4156446	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20650 (4156362-4156523, -链); Location TTS=CDS
CDIF630_03894	4157909	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19545 (4158031-4158561, -链); Location TTS=3UTR
CDIF630_03896	4159221	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19555 (4158823-4160217, -链); Location TTS=CDS
CDIF630_03897	4160269	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19560 (4160343-4161596, -链); Location TTS=3UTR
CDIF630_03899	4163295	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19570 (4163361-4163930, -链); Location TTS=3UTR
CDIF630_03899	4163030	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19570 (4163361-4163930, -链); Location TTS=3UTR
CDIF630_03900	4164580	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS19575 (4164133-4164360, +链); Location TTS=3UTR
CDIF630_03901	4164514	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19580 (4164579-4165322, -链); Location TTS=3UTR
CDIF630_03904	4168042	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS19595 (4167048-4167905, +链); Location TTS=3UTR
CDIF630_03905	4167992	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19600 (4168061-4170607, -链); Location TTS=3UTR
CDIF630_03910	4173352	是	-	高	locus tag直接命中 GFF gene/carB (4173538-4176744, -链); Location TTS=3UTR
CDIF630_03912	4178142	是	-	高	locus tag直接命中 GFF gene/carB (4178244-4181450, -链); Location TTS=3UTR
CDIF630_03915	4183463	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19645 (4183664-4184299, -链); Location TTS=3UTR
CDIF630_03915	4183324	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19645 (4183664-4184299, -链); Location TTS=3UTR
CDIF630_03917	4187128	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS19655 (4185837-4187066, +链); Location TTS=3UTR
CDIF630nc_108	4187078	否		无法确定	locus tag(CDIF630nc_108)未命中且坐标(4187077-4187214)处无唯一GFF特征, 需人工核查
CDIF630_03918	4187078	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19660 (4187271-4189652, -链); Location TTS=3UTR
CDIF630_03919	4190168	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19665 (4189624-4190349, -链); Location TTS=CDS
CP010905.2:4190882..4190966	4190838	是	-	低	坐标定位到GFF特征 gene/CDIF630_RS19670 (4190339-4190794, -链), 非基因特征, 低置信
CDIF630_03921	4190838	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19675 (4191076-4192017, -链); Location TTS=3UTR
CDIF630_03924	4194738	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS19690 (4193914-4194648, +链); Location TTS=3UTR
CDIF630_03925	4194665	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19695 (4194933-4195688, -链); Location TTS=3UTR
CDIF630_03927	4196825	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19705 (4196851-4197501, -链); Location TTS=3UTR
CDIF630_03928	4197558	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS19710 (4197650-4197838, -链); Location TTS=3UTR
